,ItemID,two_bundle_index,camera_model,deltaN,dic_index,dictIdx_top2,price,fake_brand_id
1269,20728727154,"[1, 5]",700d,13,YK05,YK,15,0
1270,20728727154,"[1, 5]",700d,13,CC15,CC,100,0
1271,20728727154,"[1, 5]",700d,13,DC01,DC,75,0
1272,20728727154,"[1, 5]",700d,13,RG01,RG,10,0
1273,20728727154,"[1, 5]",700d,13,SJ15,SJ,130,0
1274,20728727154,"[1, 5]",700d,13,UV51,UV,40,1
1275,20728727154,"[1, 5]",700d,13,XB54,XB,unknown,0
1276,20728727154,"[1, 5]",700d,13,XN07,XN,80,0
1277,20728727154,"[1, 5]",700d,13,YK01,YK,20,0
1278,23896264169,"[1, 5]",700d,8,CC19,CC,39,0
1279,23896264169,"[1, 5]",700d,8,UV34,UV,80,0
1280,23896264169,"[1, 5]",700d,8,CC08,CC,55,0
1281,23896264169,"[1, 5]",700d,8,DC02,DC,100,0
1282,23896264169,"[1, 5]",700d,8,SJ29,SJ,50,0
1283,23896264169,"[1, 5]",700d,8,UV43,UV,30,0
1284,23896264169,"[1, 5]",700d,8,WD05,WD,20,0
1285,23896264169,"[1, 5]",700d,8,YK02,YK,20,0
1286,24319152517,"[1, 5]",700d,13,CC06,CC,22,0
1287,24319152517,"[1, 5]",700d,13,UV16,UV,15,0
1288,24319152517,"[1, 5]",700d,13,XB05,XB,100,1
1289,24319152517,"[1, 5]",700d,13,CC31,CC,50,0
1290,24319152517,"[1, 5]",700d,13,DC02,DC,100,0
1291,24319152517,"[1, 5]",700d,13,FD01,FD,5,0
1292,24319152517,"[1, 5]",700d,13,JB03,JB,68,0
1293,24319152517,"[1, 5]",700d,13,QT05,QT,25,0
1294,24319152517,"[1, 5]",700d,13,SJ11,SJ,155,0
1295,24319152517,"[1, 5]",700d,13,UV47,UV,40,1
1296,24319152517,"[1, 5]",700d,13,WD01,WD,15,0
1297,24319152517,"[1, 5]",700d,13,XB26,XB,100,0
1298,24319152517,"[1, 5]",700d,13,YK05,YK,15,0
1299,35674260254,"[1, 5]",700d,3,CC05,CC,15,0
1300,35674260254,"[1, 5]",700d,3,CC06,CC,22,0
1301,35674260254,"[1, 5]",700d,3,DC01,DC,75,0
1302,36982442137,"[1, 5]",700d,14,CC06,CC,22,0
1303,36982442137,"[1, 5]",700d,14,DK05,DK,10,0
1304,36982442137,"[1, 5]",700d,14,MO02,MO,20,0
1305,36982442137,"[1, 5]",700d,14,UV61,UV,30,1
1306,36982442137,"[1, 5]",700d,14,XB35,XB,50,0
1307,36982442137,"[1, 5]",700d,14,CC07,CC,33,0
1308,36982442137,"[1, 5]",700d,14,DC15,DC,80,0
1309,36982442137,"[1, 5]",700d,14,DK01,DK,10,0
1310,36982442137,"[1, 5]",700d,14,FW02,FW,,0
1311,36982442137,"[1, 5]",700d,14,SJ01,SJ,35,0
1312,36982442137,"[1, 5]",700d,14,UV63,UV,40,1
1313,36982442137,"[1, 5]",700d,14,XB09,XB,50,0
1314,36982442137,"[1, 5]",700d,14,YK04,YK,20,0
1315,36982442137,"[1, 5]",700d,14,ZG01,ZG,30,0
1316,37745552927,"[1, 5]",700d,4,XB07,XB,100,0
1317,37745552927,"[1, 5]",700d,4,SJ06,SJ,200,0
1318,37745552927,"[1, 5]",700d,4,XB06,XB,50,1
1319,37745552927,"[1, 5]",700d,4,,,,
1320,37870465778,"[1, 5]",700d,5,CC19,CC,39,0
1321,37870465778,"[1, 5]",700d,5,MO01,MO,25,0
1322,37870465778,"[1, 5]",700d,5,QT01,QT,30,0
1323,37870465778,"[1, 5]",700d,5,XB07,XB,100,0
1324,37870465778,"[1, 5]",700d,5,YK01,YK,20,0
1325,40148868087,"[1, 5]",700d,4,CC01,CC,20,0
1326,40148868087,"[1, 5]",700d,4,SJ28,SJ,20,0
1327,40148868087,"[1, 5]",700d,4,CC02,CC,25,0
1328,40148868087,"[1, 5]",700d,4,SJ07,SJ,40,0
1329,40175359932,"[1, 5]",700d,3,CC24,CC,15,0
1330,40175359932,"[1, 5]",700d,3,CC06,CC,22,0
1331,40175359932,"[1, 5]",700d,3,DC01,DC,75,0
1332,42981617542,"[1, 5]",700d,8,CC21,CC,20,0
1333,42981617542,"[1, 5]",700d,8,MO03,MO,5,0
1334,42981617542,"[1, 5]",700d,8,CC19,CC,39,0
1335,42981617542,"[1, 5]",700d,8,DC09,DC,Unknown,0
1336,42981617542,"[1, 5]",700d,8,FH02,FH,unknown,1
1337,42981617542,"[1, 5]",700d,8,JB01,JB,20,0
1338,42981617542,"[1, 5]",700d,8,YK05,YK,15,0
1339,42981617542,"[1, 5]",700d,8,ZG09,ZG,25,0
1340,44069100271,"[1, 5]",700d,3,CC06,CC,22,0
1341,44069100271,"[1, 5]",700d,3,CC07,CC,33,0
1342,44069100271,"[1, 5]",700d,3,DC08,DC,60,0
1343,5.22086E+11,"[1, 5]",700d,4,CC06,CC,22,0
1344,5.22086E+11,"[1, 5]",700d,4,CC08,CC,55,0
1345,5.22086E+11,"[1, 5]",700d,4,DC01,DC,75,0
1346,5.22086E+11,"[1, 5]",700d,4,UV58,UV,30,1
1347,5.22744E+11,"[1, 5]",700d,1,DC01,DC,75,0
1348,42681494957,"[1, 5]",700d,13,CC24,CC,15,0
1349,42681494957,"[1, 5]",700d,13,UV36,UV,40,0
1350,42681494957,"[1, 5]",700d,13,XB35,XB,50,0
1351,42681494957,"[1, 5]",700d,13,CC15,CC,100,0
1352,42681494957,"[1, 5]",700d,13,DC02,DC,100,0
1353,42681494957,"[1, 5]",700d,13,GJ03,GJ,30,1
1354,42681494957,"[1, 5]",700d,13,JB01,JB,20,0
1355,42681494957,"[1, 5]",700d,13,ND03,ND,15,0
1356,42681494957,"[1, 5]",700d,13,RG03,RG,10,0
1357,42681494957,"[1, 5]",700d,13,UV54,UV,30,0
1358,42681494957,"[1, 5]",700d,13,WD04,WD,30,0
1359,42681494957,"[1, 5]",700d,13,XB06,XB,50,1
1360,42681494957,"[1, 5]",700d,13,XN01,XN,10,0
1361,37443266749,"[1, 5]",700d,3,CC06,CC,22,0
1362,37443266749,"[1, 5]",700d,3,CC07,CC,33,0
1363,37443266749,"[1, 5]",700d,3,DC21,DC,50,0
1364,43452978184,"[1, 5]",700d,8,CC38,CC,22,0
1365,43452978184,"[1, 5]",700d,8,DK01,DK,10,0
1366,43452978184,"[1, 5]",700d,8,FD01,FD,5,0
1367,43452978184,"[1, 5]",700d,8,JZ03,JZ,5,0
1368,43452978184,"[1, 5]",700d,8,MO08,MO,10,0
1369,43452978184,"[1, 5]",700d,8,UV01,UV,30,0
1370,43452978184,"[1, 5]",700d,8,XB06,XB,50,1
1371,43452978184,"[1, 5]",700d,8,ZG01,ZG,30,0
1372,25673844634,"[1, 5]",700d,11,BU01,BU,15,0
1373,25673844634,"[1, 5]",700d,11,CC06,CC,22,0
1374,25673844634,"[1, 5]",700d,11,DK17,DK,15,0
1375,25673844634,"[1, 5]",700d,11,FD01,FD,5,0
1376,25673844634,"[1, 5]",700d,11,FW07,FW,,0
1377,25673844634,"[1, 5]",700d,11,JB01,JB,20,0
1378,25673844634,"[1, 5]",700d,11,JZ03,JZ,5,0
1379,25673844634,"[1, 5]",700d,11,LP02,LP,,0
1380,25673844634,"[1, 5]",700d,11,MO01,MO,25,0
1381,25673844634,"[1, 5]",700d,11,MO02,MO,20,0
1382,25673844634,"[1, 5]",700d,11,XB07,XB,100,0
1383,23924620234,"[1, 5]",700d,8,CC06,CC,22,0
1384,23924620234,"[1, 5]",700d,8,CC38,CC,22,0
1385,23924620234,"[1, 5]",700d,8,DC02,DC,100,0
1386,23924620234,"[1, 5]",700d,8,GJ04,GJ,20,0
1387,23924620234,"[1, 5]",700d,8,ND01,ND,30,0
1388,23924620234,"[1, 5]",700d,8,PZ08,PZ,50,0
1389,23924620234,"[1, 5]",700d,8,SJ29,SJ,50,0
1390,23924620234,"[1, 5]",700d,8,YK01,YK,20,0
1391,40452911197,"[1, 5]",700d,5,QT02,QT,38,0
1392,40452911197,"[1, 5]",700d,5,DC21,DC,50,0
1393,40452911197,"[1, 5]",700d,5,JB01,JB,20,0
1394,40452911197,"[1, 5]",700d,5,QC02,QC,10,0
1395,40452911197,"[1, 5]",700d,5,QT19,QT,20,0
1396,43853759026,"[1, 5]",700d,3,CC06,CC,22,0
1397,43853759026,"[1, 5]",700d,3,CC07,CC,33,0
1398,43853759026,"[1, 5]",700d,3,DC08,DC,60,0
1399,44881048637,"[1, 5]",700d,5,CC21,CC,20,0
1400,44881048637,"[1, 5]",700d,5,DC21,DC,50,0
1401,44881048637,"[1, 5]",700d,5,UV34,UV,80,0
1402,44881048637,"[1, 5]",700d,5,XB21,XB,110,0
1403,44881048637,"[1, 5]",700d,5,XN07,XN,80,0
1404,5.22864E+11,"[1, 5]",700d,15,BU01,BU,15,0
1405,5.22864E+11,"[1, 5]",700d,15,DC01,DC,75,0
1406,5.22864E+11,"[1, 5]",700d,15,DK01,DK,10,0
1407,5.22864E+11,"[1, 5]",700d,15,FD01,FD,5,0
1408,5.22864E+11,"[1, 5]",700d,15,GJ01,GJ,50,0
1409,5.22864E+11,"[1, 5]",700d,15,JB01,JB,20,0
1410,5.22864E+11,"[1, 5]",700d,15,JZ03,JZ,5,0
1411,5.22864E+11,"[1, 5]",700d,15,QC02,QC,10,0
1412,5.22864E+11,"[1, 5]",700d,15,SJ28,SJ,20,0
1413,5.22864E+11,"[1, 5]",700d,15,SP01,SP,10,0
1414,5.22864E+11,"[1, 5]",700d,15,MO08,MO,10,0
1415,5.22864E+11,"[1, 5]",700d,15,UV01,UV,30,0
1416,5.22864E+11,"[1, 5]",700d,15,XB07,XB,100,0
1417,5.22864E+11,"[1, 5]",700d,15,YK01,YK,20,0
1418,5.22864E+11,"[1, 5]",700d,15,ZG01,ZG,30,0
1419,36513357018,"[1, 5]",700d,12,BU01,BU,15,0
1420,36513357018,"[1, 5]",700d,12,CC08,CC,55,0
1421,36513357018,"[1, 5]",700d,12,DC13,DC,50,0
1422,36513357018,"[1, 5]",700d,12,DK01,DK,10,0
1423,36513357018,"[1, 5]",700d,12,FD01,FD,5,0
1424,36513357018,"[1, 5]",700d,12,QT01,QT,30,0
1425,36513357018,"[1, 5]",700d,12,SP01,SP,10,0
1426,36513357018,"[1, 5]",700d,12,JD03,JD,20,0
1427,36513357018,"[1, 5]",700d,12,UV29,UV,35,0
1428,36513357018,"[1, 5]",700d,12,WD01,WD,15,0
1429,36513357018,"[1, 5]",700d,12,YK01,YK,20,0
1430,36513357018,"[1, 5]",700d,12,ZG01,ZG,30,0
1431,18352298789,"[1, 5]",700d,6,CC16,CC,50,0
1432,18352298789,"[1, 5]",700d,6,CC13,CC,109,0
1433,18352298789,"[1, 5]",700d,6,DC13,DC,50,0
1434,18352298789,"[1, 5]",700d,6,QT15,QT,20,0
1435,18352298789,"[1, 5]",700d,6,YK05,YK,15,0
1436,18352298789,"[1, 5]",700d,6,ZG18,ZG,15,0
1437,37241107923,"[1, 5]",700d,5,CC19,CC,39,0
1438,37241107923,"[1, 5]",700d,5,QT01,QT,30,0
1439,37241107923,"[1, 5]",700d,5,MO01,MO,25,0
1440,37241107923,"[1, 5]",700d,5,XB07,XB,100,0
1441,37241107923,"[1, 5]",700d,5,YK01,YK,20,0
1442,23969324559,"[1, 5]",700d,13,CC24,CC,15,0
1443,23969324559,"[1, 5]",700d,13,UV36,UV,40,0
1444,23969324559,"[1, 5]",700d,13,XB35,XB,50,0
1445,23969324559,"[1, 5]",700d,13,CC18,CC,60,0
1446,23969324559,"[1, 5]",700d,13,DC02,DC,100,0
1447,23969324559,"[1, 5]",700d,13,GJ03,GJ,30,1
1448,23969324559,"[1, 5]",700d,13,JB01,JB,20,0
1449,23969324559,"[1, 5]",700d,13,ND03,ND,15,0
1450,23969324559,"[1, 5]",700d,13,RG03,RG,10,0
1451,23969324559,"[1, 5]",700d,13,UV54,UV,30,0
1452,23969324559,"[1, 5]",700d,13,WD04,WD,30,0
1453,23969324559,"[1, 5]",700d,13,XB06,XB,50,1
1454,23969324559,"[1, 5]",700d,13,XN01,XN,10,0
1455,24291960195,"[1, 5]",700d,7,CC05,CC,15,0
1456,24291960195,"[1, 5]",700d,7,XB35,XB,50,0
1457,24291960195,"[1, 5]",700d,7,CC29,CC,28,0
1458,24291960195,"[1, 5]",700d,7,DC15,DC,80,0
1459,24291960195,"[1, 5]",700d,7,UV54,UV,30,0
1460,24291960195,"[1, 5]",700d,7,XB63,XB,50,0
1461,24291960195,"[1, 5]",700d,7,ZG01,ZG,30,0
1462,43426870825,"[1, 5]",700d,5,CC20,CC,20,0
1463,43426870825,"[1, 5]",700d,5,CC22,CC,35,0
1464,43426870825,"[1, 5]",700d,5,DC07,DC,60,0
1465,43426870825,"[1, 5]",700d,5,DK01,DK,10,0
1466,43426870825,"[1, 5]",700d,5,WD01,WD,15,0
1467,38631814095,"[1, 5]",700d,11,CC07,CC,33,0
1468,38631814095,"[1, 5]",700d,11,DC15,DC,80,0
1469,38631814095,"[1, 5]",700d,11,DK01,DK,10,0
1470,38631814095,"[1, 5]",700d,11,QT14,QT,10,0
1471,38631814095,"[1, 5]",700d,11,SP03,SP,15,0
1472,38631814095,"[1, 5]",700d,11,MO01,MO,25,0
1473,38631814095,"[1, 5]",700d,11,UV45,UV,40,1
1474,38631814095,"[1, 5]",700d,11,XB04,XB,50,1
1475,38631814095,"[1, 5]",700d,11,XN01,XN,10,0
1476,38631814095,"[1, 5]",700d,11,YK05,YK,15,0
1477,38631814095,"[1, 5]",700d,11,ZG01,ZG,30,0
1478,36574928690,"[1, 5]",700d,7,CC17,CC,20,0
1479,36574928690,"[1, 5]",700d,7,ND01,ND,30,0
1480,36574928690,"[1, 5]",700d,7,XB60,XB,150,0
1481,36574928690,"[1, 5]",700d,7,CC15,CC,100,0
1482,36574928690,"[1, 5]",700d,7,DC07,DC,60,0
1483,36574928690,"[1, 5]",700d,7,UV31,UV,30,1
1484,36574928690,"[1, 5]",700d,7,ZG01,ZG,30,0
1485,44331296085,"[1, 5]",700d,7,CC02,CC,25,0
1486,44331296085,"[1, 5]",700d,7,DC10,DC,60,0
1487,44331296085,"[1, 5]",700d,7,DK06,DK,10,0
1488,44331296085,"[1, 5]",700d,7,MO02,MO,20,0
1489,44331296085,"[1, 5]",700d,7,QT07,QT,5,0
1490,44331296085,"[1, 5]",700d,7,UV01,UV,30,0
1491,44331296085,"[1, 5]",700d,7,XB07,XB,100,0
1492,43473279886,"[1, 5]",700d,1,CC33,CC,30,0
1493,44021641588,"[1, 6]",700d,15,DC01,DC,75,0
1494,44021641588,"[1, 6]",700d,15,XB07,XB,100,0
1495,44021641588,"[1, 6]",700d,15,MO08,MO,10,0
1496,44021641588,"[1, 6]",700d,15,DK01,DK,10,0
1497,44021641588,"[1, 6]",700d,15,BU01,BU,15,0
1498,44021641588,"[1, 6]",700d,15,SJ28,SJ,20,0
1499,44021641588,"[1, 6]",700d,15,JB01,JB,20,0
1500,44021641588,"[1, 6]",700d,15,QC02,QC,10,0
1501,44021641588,"[1, 6]",700d,15,JZ03,JZ,5,0
1502,44021641588,"[1, 6]",700d,15,FD01,FD,5,0
1503,44021641588,"[1, 6]",700d,15,SP01,SP,10,0
1504,44021641588,"[1, 6]",700d,15,YK01,YK,20,0
1505,44021641588,"[1, 6]",700d,15,UV01,UV,30,0
1506,44021641588,"[1, 6]",700d,15,ZG01,ZG,30,0
1507,44021641588,"[1, 6]",700d,15,GJ01,GJ,50,0
1508,18999829018,"[1, 6]",700d,3,CC38,CC,22,0
1509,18999829018,"[1, 6]",700d,3,CC40,CC,55,0
1510,18999829018,"[1, 6]",700d,3,DC20,DC,100,0
1511,24596036343,"[1, 6]",700d,9,CC21,CC,20,0
1512,24596036343,"[1, 6]",700d,9,MO03,MO,5,0
1513,24596036343,"[1, 6]",700d,9,CC15,CC,100,0
1514,24596036343,"[1, 6]",700d,9,FH02,FH,unknown,1
1515,24596036343,"[1, 6]",700d,9,DC09,DC,Unknown,0
1516,24596036343,"[1, 6]",700d,9,JB01,JB,20,0
1517,24596036343,"[1, 6]",700d,9,ZG09,ZG,25,0
1518,24596036343,"[1, 6]",700d,9,YK05,YK,15,0
1519,24596036343,"[1, 6]",700d,9,PZ07,PZ,125,0
1520,45219159638,"[1, 6]",700d,14,DC10,DC,60,0
1521,45219159638,"[1, 6]",700d,14,CD02,CD,30,0
1522,45219159638,"[1, 6]",700d,14,XN09,XN,10,0
1523,45219159638,"[1, 6]",700d,14,XB07,XB,100,0
1524,45219159638,"[1, 6]",700d,14,BD05,BD,25,0
1525,45219159638,"[1, 6]",700d,14,UV01,UV,30,0
1526,45219159638,"[1, 6]",700d,14,ZG01,ZG,30,0
1527,45219159638,"[1, 6]",700d,14,MS01,MS,unknown,0
1528,45219159638,"[1, 6]",700d,14,YK01,YK,20,0
1529,45219159638,"[1, 6]",700d,14,SP01,SP,10,0
1530,45219159638,"[1, 6]",700d,14,DC07,DC,60,0
1531,45219159638,"[1, 6]",700d,14,SJ18,SJ,50,0
1532,45219159638,"[1, 6]",700d,14,MO12,MO,5,0
1533,45219159638,"[1, 6]",700d,14,BU01,BU,15,0
1534,40565901878,"[1, 6]",700d,6,JZ01,JZ,8,0
1535,40565901878,"[1, 6]",700d,6,MO06,MO,20,0
1536,40565901878,"[1, 6]",700d,6,ZG01,ZG,30,0
1537,40565901878,"[1, 6]",700d,6,SP01,SP,10,0
1538,40565901878,"[1, 6]",700d,6,FD01,FD,5,0
1539,40565901878,"[1, 6]",700d,6,BU01,BU,15,0
1540,36613205733,"[1, 6]",700d,13,CC24,CC,15,0
1541,36613205733,"[1, 6]",700d,13,XB35,XB,50,0
1542,36613205733,"[1, 6]",700d,13,UV36,UV,40,0
1543,36613205733,"[1, 6]",700d,13,CC15,CC,100,0
1544,36613205733,"[1, 6]",700d,13,XB36,XB,50,0
1545,36613205733,"[1, 6]",700d,13,UV54,UV,30,0
1546,36613205733,"[1, 6]",700d,13,DC02,DC,100,0
1547,36613205733,"[1, 6]",700d,13,RG03,RG,10,0
1548,36613205733,"[1, 6]",700d,13,ND01,ND,30,0
1549,36613205733,"[1, 6]",700d,13,WD04,WD,30,0
1550,36613205733,"[1, 6]",700d,13,BD03,BD,35,0
1551,36613205733,"[1, 6]",700d,13,EJ02,EJ,10,0
1552,36613205733,"[1, 6]",700d,13,YD01,YD,30,0
1553,41599133465,"[1, 6]",700d,13,UV01,UV,30,0
1554,41599133465,"[1, 6]",700d,13,MO04,MO,10,0
1555,41599133465,"[1, 6]",700d,13,XB07,XB,100,0
1556,41599133465,"[1, 6]",700d,13,DK01,DK,10,0
1557,41599133465,"[1, 6]",700d,13,MO01,MO,25,0
1558,41599133465,"[1, 6]",700d,13,FD01,FD,5,0
1559,41599133465,"[1, 6]",700d,13,ZG01,ZG,30,0
1560,41599133465,"[1, 6]",700d,13,SP02,SP,10,0
1561,41599133465,"[1, 6]",700d,13,QT04,QT,10,0
1562,41599133465,"[1, 6]",700d,13,RG01,RG,10,0
1563,41599133465,"[1, 6]",700d,13,YK01,YK,20,0
1564,41599133465,"[1, 6]",700d,13,FW07,FW,,0
1565,41599133465,"[1, 6]",700d,13,JC04,JC,,0
1566,43859660891,"[1, 6]",700d,3,CC24,CC,15,0
1567,43859660891,"[1, 6]",700d,3,DC01,DC,75,0
1568,43859660891,"[1, 6]",700d,3,CC21,CC,20,0
1569,38708270318,"[1, 6]",700d,4,CC05,CC,15,0
1570,38708270318,"[1, 6]",700d,4,CC38,CC,22,0
1571,38708270318,"[1, 6]",700d,4,SJ01,SJ,35,0
1572,38708270318,"[1, 6]",700d,4,DC01,DC,75,0
1573,35540978058,"[1, 6]",700d,9,CC06,CC,22,0
1574,35540978058,"[1, 6]",700d,9,QT01,QT,30,0
1575,35540978058,"[1, 6]",700d,9,XB06,XB,50,1
1576,35540978058,"[1, 6]",700d,9,DK01,DK,10,0
1577,35540978058,"[1, 6]",700d,9,FD05,FD,5,0
1578,35540978058,"[1, 6]",700d,9,XN07,XN,80,0
1579,35540978058,"[1, 6]",700d,9,YK01,YK,20,0
1580,35540978058,"[1, 6]",700d,9,SP01,SP,10,0
1581,35540978058,"[1, 6]",700d,9,ZG01,ZG,30,0
1582,26519380192,"[1, 6]",700d,11,CC07,CC,33,0
1583,26519380192,"[1, 6]",700d,11,UV25,UV,30,1
1584,26519380192,"[1, 6]",700d,11,XB44,XB,unknown,0
1585,26519380192,"[1, 6]",700d,11,DK12,DK,15,0
1586,26519380192,"[1, 6]",700d,11,CC43,CC,120,0
1587,26519380192,"[1, 6]",700d,11,UV28,UV,30,0
1588,26519380192,"[1, 6]",700d,11,XB40,XB,unknown,1
1589,26519380192,"[1, 6]",700d,11,DK17,DK,15,0
1590,26519380192,"[1, 6]",700d,11,DC02,DC,100,0
1591,26519380192,"[1, 6]",700d,11,QT04,QT,10,0
1592,26519380192,"[1, 6]",700d,11,SJ22,SJ,170,0
1593,5.21514E+11,"[1, 6]",700d,9,SJ23,SJ,25,0
1594,5.21514E+11,"[1, 6]",700d,9,XB35,XB,50,0
1595,5.21514E+11,"[1, 6]",700d,9,SJ07,SJ,40,0
1596,5.21514E+11,"[1, 6]",700d,9,XB05,XB,100,1
1597,5.21514E+11,"[1, 6]",700d,9,DC02,DC,100,0
1598,5.21514E+11,"[1, 6]",700d,9,RG03,RG,10,0
1599,5.21514E+11,"[1, 6]",700d,9,YK01,YK,20,0
1600,5.21514E+11,"[1, 6]",700d,9,ND01,ND,30,0
1601,5.21514E+11,"[1, 6]",700d,9,PZ01,PZ,100,0
1602,18053093587,"[1, 6]",700d,11,CC06,CC,22,0
1603,18053093587,"[1, 6]",700d,11,UV48,UV,40,1
1604,18053093587,"[1, 6]",700d,11,XB35,XB,50,0
1605,18053093587,"[1, 6]",700d,11,CC08,CC,55,0
1606,18053093587,"[1, 6]",700d,11,UV30,UV,35,1
1607,18053093587,"[1, 6]",700d,11,XB09,XB,50,0
1608,18053093587,"[1, 6]",700d,11,ZG07,ZG,20,0
1609,18053093587,"[1, 6]",700d,11,FW03,FW,,0
1610,18053093587,"[1, 6]",700d,11,DC15,DC,80,0
1611,18053093587,"[1, 6]",700d,11,YK04,YK,20,0
1612,18053093587,"[1, 6]",700d,11,SJ25,SJ,300,0
1613,42468840454,"[1, 6]",700d,5,MO09,MO,20,0
1614,42468840454,"[1, 6]",700d,5,YK02,YK,20,0
1615,42468840454,"[1, 6]",700d,5,SJ02,SJ,40,0
1616,42468840454,"[1, 6]",700d,5,DC01,DC,75,0
1617,42468840454,"[1, 6]",700d,5,XN01,XN,10,0
1618,5.22034E+11,"[1, 6]",700d,8,CC01,CC,20,0
1619,5.22034E+11,"[1, 6]",700d,8,SJ02,SJ,40,0
1620,5.22034E+11,"[1, 6]",700d,8,JC04,JC,,0
1621,5.22034E+11,"[1, 6]",700d,8,CC02,CC,25,0
1622,5.22034E+11,"[1, 6]",700d,8,DC01,DC,75,0
1623,5.22034E+11,"[1, 6]",700d,8,BJ01,BJ,55,0
1624,5.22034E+11,"[1, 6]",700d,8,PZ01,PZ,100,0
1625,5.22034E+11,"[1, 6]",700d,8,SJ03,SJ,100,0
1626,5.2187E+11,"[1, 6]",700d,5,CC01,CC,20,0
1627,5.2187E+11,"[1, 6]",700d,5,SJ01,SJ,35,0
1628,5.2187E+11,"[1, 6]",700d,5,CC33,CC,30,0
1629,5.2187E+11,"[1, 6]",700d,5,DC04,DC,180,1
1630,5.2187E+11,"[1, 6]",700d,5,SJ07,SJ,40,0
1631,5.22098E+11,"[1, 6]",700d,6,CC05,CC,15,0
1632,5.22098E+11,"[1, 6]",700d,6,XB35,XB,50,0
1633,5.22098E+11,"[1, 6]",700d,6,CC06,CC,22,0
1634,5.22098E+11,"[1, 6]",700d,6,XB05,XB,100,1
1635,5.22098E+11,"[1, 6]",700d,6,DC21,DC,50,0
1636,5.22098E+11,"[1, 6]",700d,6,MO09,MO,20,0
1637,5.23777E+11,"[1, 6]",700d,10,CC02,CC,25,0
1638,5.23777E+11,"[1, 6]",700d,10,CC33,CC,30,0
1639,5.23777E+11,"[1, 6]",700d,10,XN01,XN,10,0
1640,5.23777E+11,"[1, 6]",700d,10,YK01,YK,20,0
1641,5.23777E+11,"[1, 6]",700d,10,XB60,XB,150,0
1642,5.23777E+11,"[1, 6]",700d,10,ND01,ND,30,0
1643,5.23777E+11,"[1, 6]",700d,10,XB61,XB,unknown,0
1644,5.23777E+11,"[1, 6]",700d,10,XB03,XB,300,1
1645,5.23777E+11,"[1, 6]",700d,10,WJ01,WJ,50,0
1646,5.23777E+11,"[1, 6]",700d,10,XN07,XN,80,0
1647,16831203027,"[1, 6]",700d,11,CC05,CC,15,0
1648,16831203027,"[1, 6]",700d,11,CC06,CC,22,0
1649,16831203027,"[1, 6]",700d,11,GJ02,GJ,unknown,0
1650,16831203027,"[1, 6]",700d,11,DC02,DC,100,0
1651,16831203027,"[1, 6]",700d,11,ND01,ND,30,0
1652,16831203027,"[1, 6]",700d,11,PZ06,PZ,unknown,1
1653,16831203027,"[1, 6]",700d,11,QT04,QT,10,0
1654,16831203027,"[1, 6]",700d,11,SJ02,SJ,40,0
1655,16831203027,"[1, 6]",700d,11,WD01,WD,15,0
1656,16831203027,"[1, 6]",700d,11,XN01,XN,10,0
1657,16831203027,"[1, 6]",700d,11,YK01,YK,20,0
1658,19999809846,"[1, 6]",700d,9,XB35,XB,50,0
1659,19999809846,"[1, 6]",700d,9,BJ02,BJ,55,0
1660,19999809846,"[1, 6]",700d,9,DC01,DC,75,0
1661,19999809846,"[1, 6]",700d,9,GJ01,GJ,50,0
1662,19999809846,"[1, 6]",700d,9,QT01,QT,30,0
1663,19999809846,"[1, 6]",700d,9,SJ02,SJ,40,0
1664,19999809846,"[1, 6]",700d,9,XB60,XB,150,0
1665,19999809846,"[1, 6]",700d,9,XN01,XN,10,0
1666,19999809846,"[1, 6]",700d,9,XN06,XN,80,0
1667,20167630571,"[1, 6]",700d,12,QT02,QT,38,0
1668,20167630571,"[1, 6]",700d,12,CC06,CC,22,0
1669,20167630571,"[1, 6]",700d,12,DK09,DK,15,0
1670,20167630571,"[1, 6]",700d,12,FD01,FD,5,0
1671,20167630571,"[1, 6]",700d,12,JB01,JB,20,0
1672,20167630571,"[1, 6]",700d,12,LJ05,LJ,30,0
1673,20167630571,"[1, 6]",700d,12,MO01,MO,25,0
1674,20167630571,"[1, 6]",700d,12,QC02,QC,10,0
1675,20167630571,"[1, 6]",700d,12,WD01,WD,15,0
1676,20167630571,"[1, 6]",700d,12,XB35,XB,50,0
1677,20167630571,"[1, 6]",700d,12,YK01,YK,20,0
1678,20167630571,"[1, 6]",700d,12,ZG01,ZG,30,0
1679,27462844289,"[1, 6]",700d,7,CC06,CC,22,0
1680,27462844289,"[1, 6]",700d,7,XB05,XB,100,1
1681,27462844289,"[1, 6]",700d,7,CC08,CC,55,0
1682,27462844289,"[1, 6]",700d,7,DC02,DC,100,0
1683,27462844289,"[1, 6]",700d,7,PZ03,PZ,99,0
1684,27462844289,"[1, 6]",700d,7,SJ01,SJ,35,0
1685,27462844289,"[1, 6]",700d,7,XB19,XB,140,0
1686,36910165248,"[1, 6]",700d,9,CC02,CC,25,0
1687,36910165248,"[1, 6]",700d,9,CC33,CC,30,0
1688,36910165248,"[1, 6]",700d,9,FW01,FW,,0
1689,36910165248,"[1, 6]",700d,9,ND01,ND,30,0
1690,36910165248,"[1, 6]",700d,9,WJ01,WJ,50,0
1691,36910165248,"[1, 6]",700d,9,XB68,XB,120,0
1692,36910165248,"[1, 6]",700d,9,XN01,XN,10,0
1693,36910165248,"[1, 6]",700d,9,XN07,XN,80,0
1694,36910165248,"[1, 6]",700d,9,YK01,YK,20,0
